city/county,state,date,positive_tests,total_tests
Chicago,Illinois,2020/10/16,1086,12971
Chicago,Illinois,2022/02/07,720,41288
Chicago,Illinois,2020/08/01,172,3735
Chicago,Illinois,2021/08/18,597,17870
Chicago,Illinois,2020/09/26,246,4957
Chicago,Illinois,2021/05/26,220,11566
Chicago,Illinois,2021/12/16,4475,46623
Chicago,Illinois,2020/10/05,616,12753
Chicago,Illinois,2021/05/19,333,12168
Chicago,Illinois,2021/02/07,249,4593
Chicago,Illinois,2021/11/09,723,33467
Chicago,Illinois,2022/02/04,759,34055
Chicago,Illinois,2020/06/03,445,4471
Chicago,Illinois,2021/08/08,292,7307
Chicago,Illinois,2021/04/08,956,15290
Chicago,Illinois,2020/07/13,406,10386
Chicago,Illinois,2021/05/25,164,12276
Chicago,Illinois,2021/02/19,392,13232
Chicago,Illinois,2021/04/13,754,17386
Chicago,Illinois,2021/02/18,361,12699
Chicago,Illinois,2020/12/27,720,6215
Chicago,Illinois,2021/04/11,424,6346
Chicago,Illinois,2020/08/04,432,9571
Chicago,Illinois,2021/07/14,154,10913
Chicago,Illinois,2021/11/06,367,10299
Chicago,Illinois,2020/11/26,327,2979
Chicago,Illinois,2020/12/14,1673,17888
Chicago,Illinois,2022/02/23,283,39762
Chicago,Illinois,2021/08/22,312,9954
Chicago,Illinois,2020/12/28,1974,19522
Chicago,Illinois,2021/03/17,532,15500
Chicago,Illinois,2020/09/12,148,4075
Chicago,Illinois,2021/01/25,1010,19429
Chicago,Illinois,2021/02/17,461,15236
Chicago,Illinois,2021/03/23,576,15876
Chicago,Illinois,2021/03/08,404,16138
Chicago,Illinois,2020/05/09,577,3147
Chicago,Illinois,2021/07/21,244,12142
Chicago,Illinois,2021/08/02,466,15012
Chicago,Illinois,2021/08/24,583,16870
Chicago,Illinois,2022/03/01,232,35740
Chicago,Illinois,2022/02/26,137,6510
Chicago,Illinois,2021/09/15,648,23850
Chicago,Illinois,2020/04/05,292,958
Chicago,Illinois,2020/09/29,402,11403
Chicago,Illinois,2020/03/14,12,139
Chicago,Illinois,2020/05/07,1055,4740
Chicago,Illinois,2021/02/09,461,16126
Chicago,Illinois,2021/04/22,663,15116
Chicago,Illinois,2020/07/21,359,8441
Chicago,Illinois,2020/12/23,1496,16722
Chicago,Illinois,2020/10/14,930,15378
Chicago,Illinois,2021/06/21,60,9863
Chicago,Illinois,2021/09/21,566,25080
Chicago,Illinois,2021/11/03,599,31416
Chicago,Illinois,2021/08/20,632,16040
Chicago,Illinois,2020/05/02,553,2080
Chicago,Illinois,2021/07/04,18,2263
Chicago,Illinois,2020/10/09,764,12129
Chicago,Illinois,2020/05/11,1088,5569
Chicago,Illinois,2020/06/12,373,6432
Chicago,Illinois,2020/11/25,2090,17655
Chicago,Illinois,2020/04/27,1205,4225
Chicago,Illinois,2021/11/27,667,13447
Chicago,Illinois,2020/05/04,1227,4744
Chicago,Illinois,2020/03/27,409,1406
Chicago,Illinois,2021/02/04,627,14161
Chicago,Illinois,2021/05/21,310,11051
Chicago,Illinois,2021/02/28,184,5046
Chicago,Illinois,2020/12/24,715,10209
Chicago,Illinois,2021/11/05,563,19180
Chicago,Illinois,2020/04/02,416,1509
Chicago,Illinois,2022/01/11,5265,41683
Chicago,Illinois,2021/05/08,341,6620
Chicago,Illinois,2022/03/15,297,35776
Chicago,Illinois,2021/01/23,683,7362
Chicago,Illinois,2021/02/15,321,12034
Chicago,Illinois,2021/09/04,377,8384
Chicago,Illinois,2022/01/02,4890,23954
Chicago,Illinois,2020/12/31,1086,12398
Chicago,Illinois,2021/11/30,1336,36926
Chicago,Illinois,2020/10/28,1924,18956
Chicago,Illinois,2021/08/29,329,6459
Chicago,Illinois,2022/03/23,58,2881
Chicago,Illinois,2021/10/21,396,27629
Chicago,Illinois,2021/01/05,1774,18268
Chicago,Illinois,2021/02/20,261,6437
Chicago,Illinois,2020/08/06,389,6886
Chicago,Illinois,2020/05/27,817,6882
Chicago,Illinois,2021/02/26,412,12594
Chicago,Illinois,2021/09/28,484,27224
Chicago,Illinois,2021/10/13,448,25894
Chicago,Illinois,2021/08/19,580,16748
Chicago,Illinois,2021/11/24,833,22059
Chicago,Illinois,2020/07/02,319,9751
Chicago,Illinois,2021/05/11,365,14478
Chicago,Illinois,2020/11/04,2713,20531
Chicago,Illinois,2020/05/19,1072,7047
Chicago,Illinois,2020/06/06,250,3013
Chicago,Illinois,2022/01/08,4013,19362
Chicago,Illinois,2020/11/29,997,7021
Chicago,Illinois,2021/04/10,618,8164
Chicago,Illinois,2021/01/16,796,7688
Chicago,Illinois,2020/04/10,503,1895
Chicago,Illinois,2021/01/08,1405,16805
Chicago,Illinois,2021/01/29,766,15180
Chicago,Illinois,2020/05/13,1008,5286
Chicago,Illinois,2021/09/10,555,18347
Chicago,Illinois,2021/04/03,540,8683
Chicago,Illinois,2021/08/09,524,17174
Chicago,Illinois,2022/03/19,131,5070
Chicago,Illinois,2020/06/16,317,6766
Chicago,Illinois,2022/01/24,1916,45940
Chicago,Illinois,2021/08/27,586,14484
Chicago,Illinois,2020/04/25,671,2505
Chicago,Illinois,2021/12/13,2485,43846
Chicago,Illinois,2021/09/08,684,20033
Chicago,Illinois,2020/09/08,453,10160
Chicago,Illinois,2020/07/27,451,9643
Chicago,Illinois,2021/03/01,366,16095
Chicago,Illinois,2021/01/19,1329,20779
Chicago,Illinois,2020/10/23,1103,12230
Chicago,Illinois,2020/12/16,1656,17271
Chicago,Illinois,2021/01/13,1282,15900
Chicago,Illinois,2021/07/08,78,8218
Chicago,Illinois,2022/03/10,185,29258
Chicago,Illinois,2020/12/20,699,7771
Chicago,Illinois,2022/01/03,10708,64042
