Date,Day,Positive Tests,Not Positive Tests,Total Tests,Tests - Age 0-17,Tests - Age 18-29,Tests - Age 30-39,Tests - Age 40-49,Tests - Age 50-59,Tests - Age 60-69,Tests - Age 70-79,Tests - Age 80+,Tests - Age Unknown,Tests - Female,Tests - Male,Tests - Gender Unknown,Tests - Latinx,Tests - Asian Non-Latinx,Tests - Black Non-Latinx,Tests - White Non-Latinx,Tests - Other Race Non-Latinx,Tests - Unknown Race/Ethnicity,Positive Tests - Age 0-17,Positive Tests - Age 18-29,Positive Tests - Age 30-39,Positive Tests - Age 40-49,Positive Tests - Age 50-59,Positive Tests - Age 60-69,Positive Tests - Age 70-79,Positive Tests - Age 80+,Positive Tests - Age Unknown,Positive Tests - Female,Positive Tests - Male,Positive Tests - Unknown Gender,Positive Tests - Latinx,Positive Tests - Asian Non-Latinx,Positive Tests - Black Non-Latinx,Positive Tests - White Non-Latinx,Positive Tests - Other Race Non-Latinx,Positive Tests - Unknown Race/Ethnicity,Not-Positive Tests - Age 0-17,Not-Positive Tests - Age 18-29,Not-Positive Tests - Age 30-39,Not-Positive Tests - Age 40-49,Not-Positive Tests - Age 50-59,Not-Positive Tests - Age 60-69,Not-Positive Tests - Age 70-79,Not-Positive Tests - Age 80+,Not-Positive Tests - Age Unknown,Not-Positive Tests - Female,Not-Positive Tests - Male,Not-Positive Tests - Gender Unknown,Not-Positive Tests - Latinx,Not-Positive Tests - Asian Non-Latinx,Not-Positive Tests - Black Non-Latinx,Not-Positive Tests - White Non-Latinx,Not-Positive Tests - Other Race Non-Latinx,Not-Positive Tests - Unknown Race/Ethnicity
04/18/2021,Sunday,361,6286,6647,638,2418,1021,770,746,568,330,154,2,3375,3180,92,885,546,1334,1941,267,1674,41,86,81,63,47,23,13,7,0,199,162,0,79,15,139,87,12,29,597,2332,940,707,699,545,317,147,2,3176,3018,92,806,531,1195,1854,255,1645
06/04/2021,Friday,103,8753,8856,988,2005,1684,1203,1129,1040,545,257,5,4706,4072,78,1260,517,1978,1911,395,2795,20,22,14,14,10,13,6,4,0,47,56,0,25,2,49,18,1,8,968,1983,1670,1189,1119,1027,539,253,5,4659,4016,78,1235,515,1929,1893,394,2787
11/12/2021,Friday,766,17524,18290,3439,3997,3544,2311,2120,1616,782,477,4,9570,8449,271,2086,1247,3841,4650,1853,4613,168,131,171,108,95,51,22,20,0,401,364,1,118,24,148,248,85,143,3271,3866,3373,2203,2025,1565,760,457,4,9169,8085,270,1968,1223,3693,4402,1768,4470
08/17/2020,Monday,622,10895,11517,920,3146,2324,1468,1339,1151,663,502,4,6319,4903,295,2472,379,2303,2858,369,3136,81,188,108,88,75,40,31,11,0,302,318,2,349,13,92,122,14,32,839,2958,2216,1380,1264,1111,632,491,4,6017,4585,293,2123,366,2211,2736,355,3104
04/30/2021,Friday,650,13709,14359,1434,3978,2578,1842,1802,1493,756,470,6,7531,6557,271,2059,912,3210,3447,502,4229,144,144,118,75,76,56,26,11,0,361,289,0,160,19,268,109,14,80,1290,3834,2460,1767,1726,1437,730,459,6,7170,6268,271,1899,893,2942,3338,488,4149
03/18/2020,Wednesday,124,621,745,32,166,171,113,102,78,51,28,4,395,342,8,67,21,220,201,28,208,2,23,22,31,17,14,10,5,0,50,73,1,13,4,49,49,4,5,30,143,149,82,85,64,41,23,4,345,269,7,54,17,171,152,24,203
12/12/2020,Saturday,1076,7903,8979,814,2255,1828,1209,1212,915,508,235,3,4728,4157,94,1752,339,1569,2068,321,2930,127,258,196,161,157,104,50,23,0,551,523,2,414,40,180,289,36,117,687,1997,1632,1048,1055,811,458,212,3,4177,3634,92,1338,299,1389,1779,285,2813
09/07/2021,Tuesday,552,20861,21413,4910,4449,3868,2609,2408,1575,868,714,12,11331,9663,419,3492,1341,3690,5269,1230,6391,96,136,101,81,59,41,24,14,0,294,257,1,124,27,149,145,16,91,4814,4313,3767,2528,2349,1534,844,700,12,11037,9406,418,3368,1314,3541,5124,1214,6300
,,324,2527,2851,175,127,116,98,85,46,15,76,2113,1580,1247,24,430,89,611,674,486,561,5,9,11,4,4,6,2,0,283,172,151,1,99,4,90,48,31,52,170,118,105,94,81,40,13,76,1830,1408,1096,23,331,85,521,626,455,509
05/15/2021,Saturday,239,6288,6527,813,1282,1153,824,930,847,451,223,4,3378,3116,33,989,284,1657,1231,225,2141,48,53,47,26,34,16,9,5,1,129,110,0,79,2,95,36,9,18,765,1229,1106,798,896,831,442,218,3,3249,3006,33,910,282,1562,1195,216,2123
12/18/2020,Friday,1613,18695,20308,1305,5433,4784,2862,2415,1836,939,721,13,11182,8798,328,3107,754,3194,5462,834,6957,194,373,308,254,194,156,74,59,1,839,768,6,658,70,322,334,72,157,1111,5060,4476,2608,2221,1680,865,662,12,10343,8030,322,2449,684,2872,5128,762,6800
11/28/2020,Saturday,1636,8039,9675,929,2485,2104,1409,1269,828,447,199,5,5155,4373,147,2272,378,1435,2149,376,3065,193,379,305,267,241,147,71,33,0,821,812,3,728,55,246,346,59,202,736,2106,1799,1142,1028,681,376,166,5,4334,3561,144,1544,323,1189,1803,317,2863
12/13/2020,Sunday,773,5443,6216,489,1666,1328,845,794,562,338,191,3,3244,2877,95,834,220,944,1559,236,2423,67,167,162,108,115,72,49,32,1,407,365,1,239,47,137,221,42,87,422,1499,1166,737,679,490,289,159,2,2837,2512,94,595,173,807,1338,194,2336
11/07/2020,Saturday,1673,7268,8941,962,2307,1845,1263,1150,816,386,206,6,4829,4047,65,2139,346,1416,2385,472,2183,189,432,359,280,202,115,52,44,0,871,802,0,689,52,238,453,70,171,773,1875,1486,983,948,701,334,162,6,3958,3245,65,1450,294,1178,1932,402,2012
03/26/2021,Friday,648,12305,12953,1219,4112,2627,1698,1491,1060,485,257,4,6767,5975,211,1865,882,2471,4005,595,3135,80,225,145,79,61,36,10,12,0,313,334,1,180,33,124,240,21,50,1139,3887,2482,1619,1430,1024,475,245,4,6454,5641,210,1685,849,2347,3765,574,3085
01/22/2022,Saturday,1348,12714,14062,2403,3377,2591,1918,1626,1162,607,359,19,7573,6349,140,2267,1219,2194,3115,803,4464,278,251,234,183,173,124,66,38,1,721,621,6,329,87,190,364,72,306,2125,3126,2357,1735,1453,1038,541,321,18,6852,5728,134,1938,1132,2004,2751,731,4158
12/11/2020,Friday,2014,16409,18423,1336,4692,3811,2635,2393,1879,1019,652,6,10221,7910,292,3253,752,3352,3674,610,6782,259,462,367,324,286,163,104,49,0,1041,972,1,827,74,377,412,70,254,1077,4230,3444,2311,2107,1716,915,603,6,9180,6938,291,2426,678,2975,3262,540,6528
02/22/2021,Monday,463,15701,16164,883,4805,3191,2126,2056,1647,850,602,4,8581,7176,407,2139,839,2825,4257,644,5460,57,100,95,70,62,43,20,16,0,224,239,0,180,22,88,117,15,41,826,4705,3096,2056,1994,1604,830,586,4,8357,6937,407,1959,817,2737,4140,629,5419
02/19/2022,Saturday,171,6980,7151,999,1383,1355,1090,887,712,412,265,48,3652,3262,237,888,301,1488,1411,251,2812,16,38,33,32,19,14,10,9,0,85,83,3,28,22,36,55,5,25,983,1345,1322,1058,868,698,402,256,48,3567,3179,234,860,279,1452,1356,246,2787
04/21/2021,Wednesday,743,15160,15903,1333,4330,2874,2179,2036,1769,816,560,6,8422,7258,223,2418,730,3660,3752,618,4725,119,186,159,120,72,49,18,20,0,376,367,0,204,40,255,163,19,62,1214,4144,2715,2059,1964,1720,798,540,6,8046,6891,223,2214,690,3405,3589,599,4663
03/17/2020,Tuesday,62,479,541,23,116,133,73,74,62,31,23,6,282,245,14,44,16,104,152,27,198,0,11,14,9,10,11,0,3,4,21,41,0,3,3,23,24,3,6,23,105,119,64,64,51,31,20,2,261,204,14,41,13,81,128,24,192
09/30/2021,Thursday,576,23867,24443,7621,4858,4303,2779,2144,1555,716,437,30,13329,10750,364,4768,1310,5372,6212,2268,4513,136,132,113,74,52,40,20,9,0,302,273,1,94,20,171,192,54,45,7485,4726,4190,2705,2092,1515,696,428,30,13027,10477,363,4674,1290,5201,6020,2214,4468
10/18/2021,Monday,413,29741,30154,10128,5134,4842,3497,2891,2024,987,636,15,16003,13717,434,5821,1629,6034,8144,2764,5762,107,67,69,73,48,30,9,10,0,222,190,1,94,16,91,135,32,45,10021,5067,4773,3424,2843,1994,978,626,15,15781,13527,433,5727,1613,5943,8009,2732,5717
01/19/2022,Wednesday,2946,45878,48824,19120,7990,7025,5189,4268,2955,1340,923,14,26696,21284,844,9867,2536,11943,9527,3111,11840,837,527,513,348,296,226,121,77,1,1570,1343,33,830,150,514,709,131,612,18283,7463,6512,4841,3972,2729,1219,846,13,25126,19941,811,9037,2386,11429,8818,2980,11228
07/09/2020,Thursday,337,7101,7438,461,1986,1662,968,973,739,375,267,7,3989,3161,288,1106,179,1532,1870,209,2542,30,111,71,52,36,23,9,5,0,157,179,1,109,7,94,82,10,35,431,1875,1591,916,937,716,366,262,7,3832,2982,287,997,172,1438,1788,199,2507
03/12/2022,Saturday,108,6129,6237,969,1132,1160,886,819,642,396,222,11,3038,2828,371,790,322,1314,1180,181,2450,15,18,28,17,10,8,9,3,0,57,50,1,24,9,16,34,3,22,954,1114,1132,869,809,634,387,219,11,2981,2778,370,766,313,1298,1146,178,2428
01/21/2021,Thursday,986,15282,16268,949,4811,3258,2226,2175,1640,748,456,5,8854,7080,334,2590,819,2687,4016,654,5502,112,224,187,149,146,93,50,24,1,501,482,3,394,36,203,220,43,90,837,4587,3071,2077,2029,1547,698,432,4,8353,6598,331,2196,783,2484,3796,611,5412
04/08/2020,Wednesday,653,1372,2025,36,285,400,347,390,300,156,110,1,1061,945,19,327,58,579,372,98,591,9,81,101,99,136,115,61,51,0,337,315,1,174,20,278,106,29,46,27,204,299,248,254,185,95,59,1,724,630,18,153,38,301,266,69,545
09/14/2021,Tuesday,622,23852,24474,7793,4776,4221,2567,2122,1564,809,607,15,12885,10978,611,4187,1229,4139,5373,3753,5793,160,136,134,77,59,31,16,9,0,310,312,0,120,30,146,171,75,80,7633,4640,4087,2490,2063,1533,793,598,15,12575,10666,611,4067,1199,3993,5202,3678,5713
11/17/2020,Tuesday,2788,21229,24017,1595,6809,5024,3345,3075,2339,1115,705,10,13027,10557,433,4409,932,3697,5170,839,8970,300,657,561,443,395,256,114,60,2,1426,1354,8,1200,84,441,609,114,340,1295,6152,4463,2902,2680,2083,1001,645,8,11601,9203,425,3209,848,3256,4561,725,8630
03/21/2021,Sunday,273,5353,5626,579,1652,1008,695,740,546,268,135,3,2751,2759,116,683,314,1038,1669,245,1677,30,84,53,38,30,21,9,8,0,123,150,0,70,14,74,96,8,11,549,1568,955,657,710,525,259,127,3,2628,2609,116,613,300,964,1573,237,1666
01/31/2021,Sunday,217,3641,3858,347,1062,745,509,495,383,177,134,6,1794,1934,130,471,179,683,1200,191,1134,13,47,46,38,27,25,11,9,1,98,111,8,59,15,40,69,10,24,334,1015,699,471,468,358,166,125,5,1696,1823,122,412,164,643,1131,181,1110
07/10/2021,Saturday,55,7205,7260,650,1617,1560,1318,1102,633,257,117,6,3750,3451,59,635,243,950,1051,170,4211,8,10,18,11,3,1,3,1,0,30,25,0,10,1,14,25,1,4,642,1607,1542,1307,1099,632,254,116,6,3720,3426,59,625,242,936,1026,169,4207
05/20/2020,Wednesday,918,5610,6528,353,1140,1104,983,1082,948,537,349,32,3394,2942,192,1528,117,1360,849,149,2525,58,234,158,162,143,86,42,32,3,467,443,8,464,11,198,104,23,118,295,906,946,821,939,862,495,317,29,2927,2499,184,1064,106,1162,745,126,2407
03/21/2022,Monday,277,26040,26317,14981,2695,2409,1922,1826,1392,653,436,3,13920,11915,482,6553,1401,8502,5341,1011,3509,76,53,63,29,26,20,7,3,0,142,131,4,45,22,27,121,17,45,14905,2642,2346,1893,1800,1372,646,433,3,13778,11784,478,6508,1379,8475,5220,994,3464
01/07/2021,Thursday,1541,15622,17163,1056,5102,3572,2350,2129,1658,794,497,5,9330,7480,353,3096,865,2616,4612,718,5256,182,400,301,213,186,158,66,35,0,749,783,9,614,68,250,417,45,147,874,4702,3271,2137,1943,1500,728,462,5,8581,6697,344,2482,797,2366,4195,673,5109
07/13/2021,Tuesday,104,9802,9906,1010,2296,2217,1678,1343,796,373,192,1,5246,4568,92,1009,388,1662,1599,363,4885,12,26,35,11,7,6,5,2,0,54,50,0,27,3,29,32,2,11,998,2270,2182,1667,1336,790,368,190,1,5192,4518,92,982,385,1633,1567,361,4874
06/26/2020,Friday,285,6907,7192,408,1530,1429,1050,1034,892,483,346,20,3973,3069,150,1070,167,1686,1424,237,2608,18,66,59,40,39,29,20,13,1,164,121,0,109,6,65,66,7,32,390,1464,1370,1010,995,863,463,333,19,3809,2948,150,961,161,1621,1358,230,2576
01/10/2022,Monday,6031,37320,43351,9918,8676,7382,5747,5034,3719,1684,1168,23,23508,18919,924,6070,2320,8737,10894,3874,11456,1137,1209,1016,844,789,593,274,168,1,3120,2870,41,1392,295,1058,1431,429,1426,8781,7467,6366,4903,4245,3126,1410,1000,22,20388,16049,883,4678,2025,7679,9463,3445,10030
09/05/2020,Saturday,248,3493,3741,285,965,758,509,472,398,250,101,3,2030,1698,13,583,141,682,840,141,1354,24,84,41,40,25,17,12,5,0,119,129,0,112,5,34,72,5,20,261,881,717,469,447,381,238,96,3,1911,1569,13,471,136,648,768,136,1334
07/29/2020,Wednesday,544,9283,9827,769,2507,2055,1368,1146,1014,557,400,11,5494,3996,337,2137,257,2037,2284,324,2788,60,164,113,79,64,35,24,5,0,283,257,4,231,12,128,124,16,33,709,2343,1942,1289,1082,979,533,395,11,5211,3739,333,1906,245,1909,2160,308,2755
10/27/2020,Tuesday,1738,15749,17487,1323,5095,3728,2264,2023,1602,810,639,3,9568,7482,437,3424,712,2786,4644,605,5316,205,464,376,263,199,137,60,33,1,919,817,2,767,51,249,441,73,157,1118,4631,3352,2001,1824,1465,750,606,2,8649,6665,435,2657,661,2537,4203,532,5159
02/24/2021,Wednesday,387,13595,13982,797,4401,2560,1841,1694,1492,659,524,14,7294,6363,325,1700,677,2873,3691,571,4470,37,97,71,62,56,31,19,14,0,183,203,1,113,15,96,100,18,45,760,4304,2489,1779,1638,1461,640,510,14,7111,6160,324,1587,662,2777,3591,553,4425
09/26/2021,Sunday,257,8008,8265,1612,1786,1680,1136,872,649,358,165,7,4532,3669,64,1073,411,1600,2534,893,1754,46,55,58,33,23,16,16,9,1,127,130,0,45,9,68,104,16,15,1566,1731,1622,1103,849,633,342,156,6,4405,3539,64,1028,402,1532,2430,877,1739
04/12/2020,Sunday,340,752,1092,64,156,194,164,200,131,111,71,1,514,552,26,173,31,286,200,54,348,28,35,55,55,60,45,30,32,0,144,183,13,99,8,121,58,19,35,36,121,139,109,140,86,81,39,1,370,369,13,74,23,165,142,35,313
10/12/2020,Monday,688,10124,10812,674,3076,2166,1447,1370,1086,586,405,2,5989,4606,217,1307,532,1737,2917,377,3942,62,185,112,125,97,64,32,11,0,323,362,3,253,20,110,196,32,77,612,2891,2054,1322,1273,1022,554,394,2,5666,4244,214,1054,512,1627,2721,345,3865
10/13/2020,Tuesday,945,13840,14785,1075,4468,3090,1881,1614,1332,746,575,4,8122,6390,273,2703,707,2335,3934,556,4550,94,273,207,148,114,64,26,19,0,482,460,3,449,16,131,238,36,75,981,4195,2883,1733,1500,1268,720,556,4,7640,5930,270,2254,691,2204,3696,520,4475
11/10/2021,Wednesday,662,30598,31260,10613,5717,4711,3639,3002,2131,912,505,30,16838,13878,544,5545,1982,7762,7151,2591,6229,178,140,130,89,49,39,21,16,0,337,324,1,96,16,162,204,69,115,10435,5577,4581,3550,2953,2092,891,489,30,16501,13554,543,5449,1966,7600,6947,2522,6114
01/28/2021,Thursday,762,14875,15637,922,4623,3113,2183,2042,1559,692,499,4,8511,6781,345,2403,773,2671,3882,547,5361,99,178,141,123,100,62,39,20,0,388,374,0,306,25,134,196,31,70,823,4445,2972,2060,1942,1497,653,479,4,8123,6407,345,2097,748,2537,3686,516,5291
03/04/2022,Friday,160,21212,21372,9649,2628,2521,2100,1895,1436,723,410,10,11474,9328,570,4386,1056,6242,4369,947,4372,36,26,33,21,13,12,13,6,0,89,70,1,40,7,20,69,8,16,9613,2602,2488,2079,1882,1424,710,404,10,11385,9258,569,4346,1049,6222,4300,939,4356
05/06/2021,Thursday,481,13695,14176,1466,3700,2721,1765,1793,1399,754,566,12,7195,6724,257,2013,758,3146,3348,511,4400,70,122,104,60,61,43,14,7,0,254,226,1,145,10,189,78,9,50,1396,3578,2617,1705,1732,1356,740,559,12,6941,6498,256,1868,748,2957,3270,502,4350
10/23/2021,Saturday,268,8960,9228,1710,1877,1720,1295,1100,863,441,218,4,4864,4259,105,1138,530,1933,2512,1020,2095,45,51,65,33,31,22,12,9,0,136,132,0,45,10,72,99,26,16,1665,1826,1655,1262,1069,841,429,209,4,4728,4127,105,1093,520,1861,2413,994,2079
03/27/2021,Saturday,466,6729,7195,845,1739,1505,980,905,704,324,186,7,3719,3357,119,1175,384,1399,2077,329,1831,69,130,105,64,49,34,9,4,2,228,238,0,123,22,98,171,18,34,776,1609,1400,916,856,670,315,182,5,3491,3119,119,1052,362,1301,1906,311,1797
09/01/2021,Wednesday,565,15825,16390,2399,3757,3532,2098,1846,1531,789,423,15,8429,7544,417,2312,851,3069,4118,1137,4903,96,154,118,75,53,38,15,14,2,311,254,0,121,27,134,167,21,95,2303,3603,3414,2023,1793,1493,774,409,13,8118,7290,417,2191,824,2935,3951,1116,4808
12/09/2021,Thursday,1550,34936,36486,10928,7349,6252,4372,3543,2366,1042,626,8,19268,16661,557,5891,1704,8104,8552,4206,8029,332,377,351,202,158,83,33,14,0,775,763,12,262,42,384,406,152,304,10596,6972,5901,4170,3385,2283,1009,612,8,18493,15898,545,5629,1662,7720,8146,4054,7725
10/06/2020,Tuesday,586,13023,13609,899,4044,2902,1747,1614,1236,680,483,4,7493,5825,291,2140,677,2058,3774,475,4485,65,173,114,93,82,28,25,6,0,295,289,2,252,18,61,178,19,58,834,3871,2788,1654,1532,1208,655,477,4,7198,5536,289,1888,659,1997,3596,456,4427
05/21/2020,Thursday,986,5029,6015,368,1051,1026,883,902,814,481,476,14,3225,2633,157,1515,99,1203,739,171,2288,75,218,170,161,162,93,62,45,0,523,452,11,539,27,192,83,26,119,293,833,856,722,740,721,419,431,14,2702,2181,146,976,72,1011,656,145,2169
03/15/2020,Sunday,19,153,172,17,33,39,25,20,19,13,5,1,90,81,1,22,7,49,38,9,47,0,2,4,4,2,2,3,1,1,8,11,0,3,1,6,7,0,2,17,31,35,21,18,17,10,4,0,82,70,1,19,6,43,31,9,45
05/22/2020,Friday,934,5336,6270,345,1113,1224,1003,1020,791,428,323,23,3171,2931,168,1566,123,1247,862,206,2266,72,189,182,161,142,96,44,45,3,477,451,6,494,18,204,102,30,86,273,924,1042,842,878,695,384,278,20,2694,2480,162,1072,105,1043,760,176,2180
04/23/2021,Friday,676,14033,14709,1482,4118,2722,2015,1902,1485,628,351,6,7623,6830,256,2240,918,3089,3727,580,4155,115,178,138,97,71,49,16,12,0,363,313,0,205,41,227,117,21,65,1367,3940,2584,1918,1831,1436,612,339,6,7260,6517,256,2035,877,2862,3610,559,4090
02/05/2021,Friday,481,12520,13001,745,4194,2434,1733,1621,1275,590,405,4,6966,5676,359,1575,793,2384,3477,495,4277,54,122,91,67,63,42,23,18,1,232,248,1,145,30,100,129,23,54,691,4072,2343,1666,1558,1233,567,387,3,6734,5428,358,1430,763,2284,3348,472,4223
02/13/2021,Saturday,305,5372,5677,480,1406,1176,785,757,595,329,146,3,3008,2582,87,980,247,1126,1656,270,1398,30,86,56,49,33,27,17,7,0,159,146,0,118,16,56,87,13,15,450,1320,1120,736,724,568,312,139,3,2849,2436,87,862,231,1070,1569,257,1383
08/27/2020,Thursday,446,8304,8750,714,2365,1781,1253,1041,939,446,210,1,4774,3749,227,1540,302,1681,2223,367,2637,52,148,98,70,33,24,13,8,0,238,207,1,245,8,62,88,17,26,662,2217,1683,1183,1008,915,433,202,1,4536,3542,226,1295,294,1619,2135,350,2611
04/20/2021,Tuesday,658,15710,16368,1346,4328,3212,2375,2153,1648,757,540,9,9046,7001,321,2273,987,3344,4097,672,4995,103,195,151,83,74,24,15,13,0,373,285,0,172,36,231,133,17,69,1243,4133,3061,2292,2079,1624,742,527,9,8673,6716,321,2101,951,3113,3964,655,4926
02/02/2022,Wednesday,469,13274,13743,3719,1973,2284,1741,1685,1231,600,477,33,7145,6377,221,2811,839,2919,2992,674,3508,89,79,99,62,57,35,22,26,0,245,219,5,104,47,65,159,25,69,3630,1894,2185,1679,1628,1196,578,451,33,6900,6158,216,2707,792,2854,2833,649,3439
08/07/2021,Saturday,351,10175,10526,1032,2485,2301,1658,1394,932,452,265,7,5219,5251,56,1190,468,1271,2382,365,4850,47,87,98,44,39,21,12,3,0,171,180,0,85,21,89,117,9,30,985,2398,2203,1614,1355,911,440,262,7,5048,5071,56,1105,447,1182,2265,356,4820
01/22/2021,Friday,904,15067,15971,915,4912,3130,2129,2050,1634,681,513,7,8779,6803,389,2350,859,2886,3782,584,5510,120,207,170,141,120,83,40,23,0,480,424,0,363,33,190,197,40,81,795,4705,2960,1988,1930,1551,641,490,7,8299,6379,389,1987,826,2696,3585,544,5429
03/21/2020,Saturday,115,491,606,26,96,153,108,84,70,45,19,5,311,293,2,56,29,201,137,31,152,1,19,19,24,23,15,10,4,0,49,66,0,25,5,57,21,3,4,25,77,134,84,61,55,35,15,5,262,227,2,31,24,144,116,28,148
01/12/2022,Wednesday,4788,36493,41281,14635,6818,6315,4735,3815,2825,1308,794,36,22737,17946,598,8182,2322,9545,8512,2972,9748,1316,822,799,604,461,401,229,155,1,2542,2215,31,1298,279,833,1066,240,1072,13319,5996,5516,4131,3354,2424,1079,639,35,20195,15731,567,6884,2043,8712,7446,2732,8676
08/10/2021,Tuesday,569,16603,17172,1427,4100,3819,2777,2311,1591,694,441,12,9045,7947,180,1708,754,2514,3580,757,7859,66,161,142,87,49,30,21,13,0,309,259,1,143,21,120,208,20,57,1361,3939,3677,2690,2262,1561,673,428,12,8736,7688,179,1565,733,2394,3372,737,7802
12/25/2020,Friday,218,2769,2987,123,461,476,409,480,493,305,238,2,1567,1369,51,335,103,711,612,97,1129,12,43,34,23,26,30,22,28,0,104,113,1,65,14,62,49,17,11,111,418,442,386,454,463,283,210,2,1463,1256,50,270,89,649,563,80,1118
06/21/2020,Sunday,75,2098,2173,137,447,470,271,291,288,173,95,1,1210,936,27,240,50,495,483,102,803,3,19,18,6,10,11,7,1,0,46,29,0,26,2,21,15,2,9,134,428,452,265,281,277,166,94,1,1164,907,27,214,48,474,468,100,794
09/21/2020,Monday,477,10059,10536,757,3267,2246,1325,1220,913,494,311,3,5693,4573,270,1885,443,1722,2760,375,3351,58,143,91,71,48,37,21,8,0,241,233,3,266,7,50,106,14,34,699,3124,2155,1254,1172,876,473,303,3,5452,4340,267,1619,436,1672,2654,361,3317
01/27/2021,Wednesday,812,14051,14863,897,4608,2868,1932,1799,1453,748,549,9,7745,6782,336,2191,650,2852,3832,566,4772,87,184,157,125,116,76,45,22,0,407,405,0,284,28,180,197,44,79,810,4424,2711,1807,1683,1377,703,527,9,7338,6377,336,1907,622,2672,3635,522,4693
04/19/2020,Sunday,435,1146,1581,60,254,299,237,249,208,131,142,1,796,779,6,290,63,449,300,73,406,5,58,60,61,78,64,41,67,1,209,226,0,131,20,167,59,19,39,55,196,239,176,171,144,90,75,0,587,553,6,159,43,282,241,54,367
11/02/2020,Monday,2500,15772,18272,1494,5289,3942,2485,2069,1555,823,601,14,9925,7922,425,3682,802,2710,4752,752,5574,283,607,551,409,326,190,84,49,1,1266,1225,9,1029,57,401,591,99,323,1211,4682,3391,2076,1743,1365,739,552,13,8659,6697,416,2653,745,2309,4161,653,5251
08/16/2021,Monday,634,17979,18613,1645,4497,4185,2979,2241,1636,863,538,29,10099,8356,158,2039,857,2921,4054,806,7936,74,165,163,99,69,44,13,7,0,307,327,0,141,42,149,216,9,77,1571,4332,4022,2880,2172,1592,850,531,29,9792,8029,158,1898,815,2772,3838,797,7859
01/09/2022,Sunday,2518,9975,12493,2254,2757,2597,1805,1344,890,482,350,14,6796,5509,188,1804,735,1943,3368,1174,3469,471,550,475,348,274,207,116,76,1,1324,1182,12,541,146,398,729,219,485,1783,2207,2122,1457,1070,683,366,274,13,5472,4327,176,1263,589,1545,2639,955,2984
04/30/2020,Thursday,1146,3396,4542,214,731,753,711,697,606,353,460,17,2389,2052,101,1124,104,950,696,163,1505,51,198,200,204,177,138,76,98,4,565,578,3,531,18,238,147,29,183,163,533,553,507,520,468,277,362,13,1824,1474,98,593,86,712,549,134,1322
03/05/2021,Friday,339,11724,12063,758,4214,2351,1527,1340,1081,532,258,2,6269,5531,263,1693,835,2250,3685,574,3026,50,92,65,46,36,26,18,6,0,180,159,0,96,27,80,99,19,18,708,4122,2286,1481,1304,1055,514,252,2,6089,5372,263,1597,808,2170,3586,555,3008
12/10/2020,Thursday,2021,15171,17192,1300,4339,3721,2584,2325,1683,770,460,10,9298,7567,327,3349,680,2846,3534,574,6209,264,430,386,328,289,187,80,56,1,1084,927,10,917,68,347,386,83,220,1036,3909,3335,2256,2036,1496,690,404,9,8214,6640,317,2432,612,2499,3148,491,5989
03/06/2022,Sunday,99,5155,5254,782,1009,1033,706,697,548,323,153,3,2460,2483,311,611,240,1105,1225,188,1885,11,25,16,14,8,9,8,8,0,51,48,0,12,3,26,40,2,16,771,984,1017,692,689,539,315,145,3,2409,2435,311,599,237,1079,1185,186,1869
03/20/2020,Friday,126,698,824,50,128,176,134,127,119,56,30,4,465,348,11,71,22,295,158,28,250,0,15,19,24,23,25,16,4,0,56,69,1,17,6,65,26,2,10,50,113,157,110,104,94,40,26,4,409,279,10,54,16,230,132,26,240
01/16/2022,Sunday,1446,8007,9453,1672,2054,1892,1289,1104,735,424,233,50,5179,4198,76,1499,642,1520,2632,485,2675,307,262,264,203,182,106,72,50,0,777,666,3,353,88,225,427,104,249,1365,1792,1628,1086,922,629,352,183,50,4402,3532,73,1146,554,1295,2205,381,2426
06/27/2020,Saturday,169,4028,4197,221,821,746,581,609,618,396,197,8,2206,1829,162,529,75,860,929,164,1640,14,43,30,30,21,17,8,6,0,84,85,0,67,2,44,35,5,16,207,778,716,551,588,601,388,191,8,2122,1744,162,462,73,816,894,159,1624
05/01/2020,Friday,1106,3483,4589,228,803,851,783,769,584,346,219,6,2428,2015,146,1204,124,968,706,182,1405,51,218,195,198,196,130,57,60,1,595,506,5,574,28,228,114,37,125,177,585,656,585,573,454,289,159,5,1833,1509,141,630,96,740,592,145,1280
12/21/2021,Tuesday,7743,48995,56738,7009,15962,14043,7840,5835,3606,1543,883,17,31598,24460,680,5699,2384,10994,17521,6784,13356,1002,2416,1994,1039,698,375,139,78,2,4211,3462,70,1097,275,1938,2340,646,1447,6007,13546,12049,6801,5137,3231,1404,805,15,27387,20998,610,4602,2109,9056,15181,6138,11909
01/14/2021,Thursday,1243,16309,17552,1281,4953,3601,2545,2290,1713,715,445,9,9300,7637,615,2912,807,2860,4318,741,5914,150,286,264,198,139,112,64,30,0,645,598,0,515,58,210,286,45,129,1131,4667,3337,2347,2151,1601,651,415,9,8655,7039,615,2397,749,2650,4032,696,5785
02/16/2021,Tuesday,254,9334,9588,423,2334,1805,1218,1243,1119,714,728,4,5034,4336,218,1030,440,1598,2577,461,3482,25,81,35,47,28,20,9,9,0,137,117,0,69,11,45,87,15,27,398,2253,1770,1171,1215,1099,705,719,4,4897,4219,218,961,429,1553,2490,446,3455
